"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","Distribution package name","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Unresolving triage vectors","Note type","Note reason","Vulnerability URL","Missing exploit mitigations","BDSA","Version override type","Exploit availability date","Fix date","Worker version","Frontend version","CVE database version","BDSA database version","Component database version","Vulnerabilities updated","Native fingerprint version","Code similarity fingerprint version","Java fingerprint version","Maven fingerprint version","Dotnet fingerprint version","Cocoapods fingerprint version","Golang fingerprint version","Python fingerprint version","Distro-packages fingerprint version"
"tomcat","10.1.36","11.0.10","CVE-2012-4431","Historical match","4.3","2012-12-19T11:55:54Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2012-4431","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2012-3546","Historical match","4.3","2012-12-19T11:55:54Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2012-3546","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2011-5064","Historical match","4.3","2012-01-14T21:55:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-5064","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2011-5063","Historical match","4.3","2012-01-14T21:55:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-5063","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2011-1582","Historical match","4.3","2011-05-20T22:55:03Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-1582","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2011-0013","Historical match","4.3","2011-02-19T01:00:01Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-0013","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2010-4172","Historical match","4.3","2010-11-26T20:00:04Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2010-4172","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2009-2902","Historical match","4.3","2010-01-28T20:30:01Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-2902","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2009-2901","Historical match","4.3","2010-01-28T20:30:01Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-2901","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2009-2696","Historical match","4.3","2010-08-05T18:17:57Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-2696","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2009-0781","Historical match","4.3","2009-03-09T21:30:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-0781","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2009-0580","Historical match","4.3","2009-06-05T16:00:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2009-0580","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2008-3271","Historical match","4.3","2008-10-13T20:00:02Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2008-3271","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2008-2938","Historical match","4.3","2008-08-13T00:41:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2008-2938","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-6286","Historical match","4.3","2008-02-12T01:00:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-6286","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-4724","Historical match","4.3","2007-09-05T19:17:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-4724","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-3386","Historical match","4.3","2007-08-14T22:17:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-3386","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-3385","Historical match","4.3","2007-08-14T22:17:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-3385","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-3384","Historical match","4.3","2007-08-08T01:17:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-3384","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-3383","Historical match","4.3","2007-07-25T17:30:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-3383","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-3382","Historical match","4.3","2007-08-14T22:17:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:P/I:N/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-3382","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-2449","Historical match","4.3","2007-06-14T23:30:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-2449","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2007-1355","Historical match","4.3","2007-05-21T20:30:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2007-1355","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2006-7196","Historical match","4.3","2007-05-10T00:19:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2006-7196","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2006-7195","Historical match","4.3","2007-05-10T00:19:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2006-7195","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2005-4838","Historical match","4.3","2005-12-31T05:00:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2005-4838","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2005-2090","Historical match","4.3","2005-07-05T04:00:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:M/Au:N:/C:N/I:P/A:N","","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2005-2090","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2021-30640","Historical match","4.3","2021-07-14T09:34:34Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-30640","","BDSA-2021-2071","","","2021-04-13","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2020-1938","Historical match","4.2","2020-02-28T17:02:57Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","7.5","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-1938","","BDSA-2020-0339","","2020-02-20","2020-02-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2021-25329","Historical match","4.0","2021-03-22T14:45:45Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","7.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-25329","","BDSA-2021-0711","","2020-05-21","2020-01-20","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2020-9484","Historical match","4.0","2020-05-22T14:16:54Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","7.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-9484","","BDSA-2020-1193","","2020-05-21","2020-05-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2016-5018","Historical match","4.0","2017-09-05T15:56:39Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","7.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-5018","","BDSA-2016-0253","","2020-01-08","2016-10-06","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2016-0706","Historical match","4.0","2016-02-25T01:59:04Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:L/Au:S:/C:P/I:N/A:N","AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-0706","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"tomcat","10.1.36","11.0.10","CVE-2015-5174","Historical match","4.0","2016-02-25T01:59:00Z","2025-02-13T13:13:30Z","host","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/catalina/manager/host","3ccaa558e32e317e35d6674d65d7d9aa182e082f","4.3","AV:N/AC:L/Au:S:/C:P/I:N/A:N","AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2015-5174","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
